ZVG-Nr.	CAS-Nr.	verwandte CAS-Nr.	Name
10970	94-75-7	 	2,4-Dichlorphenoxyessigsäure
10980	120-36-5	 	Dichlorprop
10990	94-74-6	 	(4-Chlor-2-methylphenoxy)essigsäure
11010	93-76-5	 	2,4,5-Trichlorphenoxyessigsäure
11020	93-72-1	 	Fenoprop
11030	124-40-3	 	Dimethylamin
11040	2008-39-1	 	Dimethylammonium-2,4-dichlorphenoxyacetat
11060	13560-99-1	 	Natrium-2,4,5-trichlorphenoxyacetat
11140	100-00-5	 	1-Chlor-4-nitrobenzol
11150	824-78-2	 	Natrium-4-nitrophenolat
11160	100-02-7	 	4-Nitrophenol
11170	2581-34-2	 	4-Nitro-m-kresol
11190	67-63-0	 	2-Propanol
11210	2835-99-6	 	4-Amino-m-kresol
11220	74-87-3	 	Chlormethan
11230	67-64-1	 	Aceton
11240	67-56-1	 	Methanol
11260	1498-64-2	 	O-Ethyldichlorthiophosphat
11270	2524-03-0	 	O,O-Dimethylchlorthiophosphat
11280	2524-04-1	 	O,O-Diethylchlorthiophosphat
11290	298-00-0	 	Parathion-methyl
11300	122-14-5	 	Fenitrothion
11310	55-38-9	 	Fenthion
11320	56-38-2	 	Parathion
11360	86-50-0	 	Azinphos-methyl
11380	3338-24-7	 	Natrium-O,O-diethyldithiophosphat
11390	2642-71-9	 	Azinphos-ethyl
11400	64-19-7	 	Essigsäure
11410	107-13-1	 	Acrylnitril
11420	25014-41-9	 	Polyacrylnitril
11430	106-99-0	 	1,3-Butadien
11450	9003-53-6	 	Polystyrol, Granulat
11460	98-83-9	 	alpha-Methylstyrol
11490	64-18-6	 	Ameisensäure
11500	102-09-0	 	Diphenylcarbonat
11510	96-31-1	 	N,N'-Dimethylharnstoff
11520	624-83-9	 	Methylisocyanat
11530	135-19-3	 	2-Naphthol
11540	3741-38-6	 	Ethylensulfit
11550	2032-65-7	 	Mercaptodimethur
11570	2631-40-5	 	2-Isopropylphenyl-N-methylcarbamat
11580	89-72-5	 	2-sec-Butylphenol
11600	95-57-8	 	2-Chlorphenol
11620	1129-41-5	 	m-Tolyl-N-methylcarbamat
11630	126-99-8	 	Chloropren
11650	1653-19-6	 	2,3-Dichlor-1,3-butadien
11670	118-48-9	 	Isatosäureanhydrid
11700	62-56-6	 	Thioharnstoff
11710	1758-73-2	 	Aminoiminomethansulfinsäure
11720	9010-98-4	 	Polychloropren
11750	97-93-8	 	Triethylaluminium
11760	57-11-4	 	Stearinsäure
11770	95-70-5	 	2-Methyl-p-phenylendiamin
11780	2622-21-1	 	1-Vinylcyclohexen
11800	95-80-7	 	4-Methyl-m-phenylendiamin
11810	584-84-9	 	Toluol-2,4-diisocyanat
11820	95-50-1	 	1,2-Dichlorbenzol
11830	106-47-8	 	4-Chloranilin
11840	108-44-1	 	m-Toluidin
11850	95-76-1	 	3,4-Dichloranilin
11860	62-53-3	 	Anilin
11870	98-16-8	 	alpha,alpha,alpha-Trifluor-m-toluidin
11880	108-91-8	 	Cyclohexylamin
11890	104-12-1	 	4-Chlorphenylisocyanat
11900	621-29-4	 	m-Tolylisocyanat
11910	102-36-3	 	3,4-Dichlorphenylisocyanat
11920	103-71-9	 	Phenylisocyanat
11930	329-01-1	 	3-(Trifluormethyl)phenylisocyanat
11940	3173-53-3	 	Cyclohexylisocyanat
11950	108-90-7	 	Chlorbenzol
11970	111-46-6	 	Diethylenglykol
11980	56-81-5	 	Glycerin
11990	57-50-1	 	Saccharose
12000	75-21-8	 	Ethylenoxid
12010	75-56-9	 	Propylenoxid
12040	141-78-6	 	Ethylacetat
12050	124-04-9	 	Adipinsäure
12060	107-21-1	 	Ethylenglykol
12070	107-88-0	 	1,3-Butandiol
12080	998-40-3	 	Tributylphosphin
12120	118-74-1	 	Hexachlorbenzol
12130	1085-98-9	 	Dichlofluanid
12140	115-90-2	 	Fensulfothion
12150	298-04-4	 	Disulfoton
12160	9005-25-8	 	Stärke
12170	52-68-6	 	Trichlorfon
12180	1929-88-0	 	Benzthiazuron
12190	137-26-8	 	Thiram
12200	18691-97-9	 	Methabenzthiazuron
12220	68-12-2	 	N,N-Dimethylformamid
12230	56-72-4	 	Coumaphos
12240	1420-04-8	 	2',5-Dichlor-4'-nitrosalicylanilid, Ethanolaminsalz
12250	63-74-1	 	Sulfanilamid
12270	50-65-7	 	Niclosamid
12290	330-54-1	 	Diuron
12300	137-30-4	 	Ziram
12320	2032-59-9	 	Aminocarb
12330	114-26-1	 	Propoxur
12340	140-56-7	 	Fenaminosulf
12350	82-68-8	 	Pentachlornitrobenzol
12360	327-98-0	 	Trichloronat
12370	298-03-3	 	Demeton-O
12390	17040-19-6	 	Demeton-S-methylsulfon
12400	116-29-0	 	Tetradifon
12410	2533-82-6	 	Methylarsinsulfid
12430	108-89-4	 	4-Methylpyridin
12450	74-90-8	 	Cyanwasserstoff
12460	497-18-7	 	Carbodihydrazid
12470	2545-59-7	 	2-Butoxyethyl-2,4,5-trichlorphenoxyacetat
12480	1929-73-3	 	2-Butoxyethyl-2,4-dichlorphenoxyacetat
12500	62-73-7	 	Dichlorvos
12510	50-29-3	 	4,4´-DDT
12520	60-51-5	 	Dimethoat
12530	919-86-8	 	Demeton-S-methyl
12540	1113-02-6	 	Omethoat
12560	14437-17-3	 	Chlorfenprop-methyl
12570	9004-34-6	 	Cellulose
12580	108-24-7	 	Essigsäureanhydrid
12590	79-09-4	 	Propionsäure
12600	123-62-6	 	Propionsäureanhydrid
12610	107-92-6	 	Buttersäure
12620	106-31-0	 	Buttersäureanhydrid
12630	75-09-2	 	Dichlormethan
12640	542-59-6	 	2-Hydroxyethylacetat
12650	71-36-3	 	1-Butanol
12660	108-94-1	 	Cyclohexanon
12670	14816-18-3	 	Phoxim
12680	674-82-8	 	4-Methylen-2-oxetanon
12690	78-40-0	 	Triethylphosphat
12700	463-51-4	 	Keten
12710	74-85-1	 	Ethylen
12711		 	Ethylen, tiefkalt verflüssigt
12720	108-05-4	 	Vinylacetat
12730	75-65-0	 	2-Methyl-2-propanol
12740	78-67-1	 	2,2'-Dimethyl-2,2'-azodipropiononitril
12750	112-36-7	 	Diethylenglykoldiethylether
12760	75-07-0	 	Acetaldehyd
12770	109-92-2	 	Ethylvinylether
12790	131-11-3	 	Dimethylphthalat
12800	141-28-6	 	Diethyladipat
12810	105-99-7	 	Dibutyladipat
12830	78-79-5	 	Isopren
12870	67-66-3	 	Trichlormethan
12880	110-80-5	 	Ethylenglykolmonoethylether
12890	98-64-6	 	4-Chlorbenzolsulfonamid
12900	56-86-0	 6893-26-1  617-65-2	Glutaminsäure
12910	56-84-8	 1783-96-6  617-45-8	Asparaginsäure
12920	61-90-5	 	L-Leucin
12930	73-32-5	 319-78-8  443-79-8  1509-34-8  1509-35-9	Isoleucin
12940	56-40-6	 	Glycin
12950	56-41-7	 338-69-2  302-72-7	Alanin
12990	107-43-7	 17146-86-0	Betain
13000	50-21-5	 10326-41-7  79-33-4  598-82-3	Milchsäure
13010	57-13-6	 	Harnstoff
13020	96-33-3	 	Methylacrylat
13030	139-33-3	 6381-92-6	Dinatriumdihydrogenethylendiamintetraacetat
13050	123-31-9	 	Hydrochinon
13060	142-72-3	 16674-78-5	Magnesiumacetat
13070	629-11-8	 	1,6-Hexandiol
13080	126-30-7	 	2,2-Dimethyl-1,3-propandiol
13100	4402-30-6	 	N-Methyldiisopropanolamin
13110	101-68-8	 	Diphenylmethan-4,4'-diisocyanat
13120	822-06-0	 	Hexamethylen-1,6-diisocyanat
13130	25550-14-5	 	Ethyltoluol, Isomere
13140	25551-13-7	 	Trimethylbenzol, Isomere
13170	90-12-0	 	1-Methylnaphthalin
13180	91-57-6	 	2-Methylnaphthalin
13190	95-68-1	 	2,4-Xylidin
13200	544-76-3	 	Hexadecan
13230	75-35-4	 	1,1-Dichlorethen
13240	105-60-2	 	epsilon-Caprolactam
13260	60-32-2	 	epsilon-Aminocapronsäure
13280	9002-86-2	 	Polyvinylchlorid
13290	75-01-4	 	Vinylchlorid
13310	79-20-9	 	Methylacetat
13320	123-86-4	 	Butylacetat
13330	78-93-3	 	Butanon
13350	80-62-6	 	Methylmethacrylat
13360	108-78-1	 	Melamin
13370	106-89-8	 	1-Chlor-2,3-epoxypropan
13380	100-52-7	 	Benzaldehyd
13390	85-44-9	 	Phthalsäureanhydrid
13400	111-40-0	 	Diethylentriamin
13410	112-24-3	 	3,6-Diazaoctan-1,8-diamin
13420	3085-30-1	 	Aluminiumtributanolat
13430	78-00-2	 	Tetraethylblei
13440	106-93-4	 	1,2-Dibromethan
13450	92-52-4	 	Biphenyl
13460	101-84-8	 	Diphenylether
13470	138-86-3	 5989-54-8  7705-14-8  6876-12-6	Dipenten
13471	5989-27-5	 	Dipenten
13480	107-02-8	 	Acrylaldehyd
13490	112-27-6	 	Triethylenglykol
13500	78-87-5	 	1,2-Dichlorpropan
13510	540-84-1	 	2,2,4-Trimethylpentan
13540	111-66-0	 	1-Octen
13560	112-40-3	 	Dodecan
13570	74-86-2	 	Acetylen
13580	71-23-8	 	1-Propanol
13590	71-41-0	 	1-Pentanol
13600	60-29-7	 	Diethylether
13610	96-22-0	 	3-Pentanon
13620	57-55-6	 	1,2-Propandiol
13630	25265-71-8	 108-61-2  110-98-5  106-62-7	Dipropylenglykol, Isomerengemisch
13640	112-60-7	 	Tetraethylenglykol
13660	75-05-8	 	Acetonitril
13670	107-12-0	 	Propionitril
13680	127-18-4	 	Tetrachlorethen
13700	872-50-4	 	N-Methyl-2-pyrrolidon
13720	115-11-7	 	2-Methylpropen
13750	463-49-0	 	Allen
13760	123-38-6	 	Propionaldehyd
13770	127-00-4	 	1-Chlor-2-propanol
13790	110-82-7	 	Cyclohexan
13800	96-37-7	 	Methylcyclopentan
13810	111-65-9	 	Octan
13820	142-82-5	 	Heptan
13850	110-86-1	 	Pyridin
13860	579-66-8	 	2,6-Diethylanilin
13870	101-96-2	 	N,N'-Di-sec-butyl-p-phenylendiamin
13900	109-89-7	 	Diethylamin
13930	147-14-8	 	Kupferphthalocyanin
13940	74-99-7	 	Propin
13950	95-49-8	 	2-Chlortoluol
13960	873-32-5	 	2-Chlorbenzonitril
13980	80-05-7	 	4,4'-Isopropylidendiphenol
13990	90-13-1	 	1-Chlornaphthalin
14000	87-86-5	 	Pentachlorphenol
14020	111-15-9	 	2-Ethoxyethylacetat
14030	111-76-2	 	Ethylenglykolmonobutylether
14040	138-22-7	 	Butyllactat
14050	111-55-7	 	Ethylendiacetat
14060	109-87-5	 	Dimethoxymethan
14070	30525-89-4	 	Paraformaldehyd
14071	30525-89-4	 	Paraformaldehyd mit Alkalimetallionengehalt < 100 ppm
14080	93-05-0	 	N,N-Diethyl-p-phenylendiamin
14100	87-28-5	 	2-Hydroxyethylsalicylat
14110	58-15-1	 	Aminophenazon
14120	58-08-2	 	Coffein
14170	104-46-1	 	Anethol
14180	50-98-6	 	Ephedrinhydrochlorid
14190	379-79-3	 	Ergotamintartrat
14200	50-06-6	 	Phenobarbital
14230	60-33-3	 	Linolsäure
14260	128-37-0	 	2,6-Di-tert-butyl-p-kresol
14280	102-71-6	 	2,2',2"-Nitrilotriethanol
14300	141-32-2	 	Butylacrylat
14310	79-41-4	 	Methacrylsäure
14330	79-06-1	 	Acrylamid
14340	79-39-0	 	Methacrylamid
14350	140-88-5	 	Ethylacrylat
14360	79-10-7	 	Acrylsäure
14370	3644-12-0	 	N-(Methoxymethyl)methacrylamid
14460	506-77-4	 	Chlorcyan
14470	95-53-4	 	o-Toluidin
14480	50-01-1	 	Guanidiniumchlorid
14490	156-43-4	 	4-Ethoxyanilin
14500	97-74-5	 	Tetramethylthiurammonosulfid
14510	123-77-3	 	Azodicarboxamid
14520	637-50-3	 	beta-Methylstyrol
14540	102-06-7	 	N,N'-Diphenylguanidin
14550	97-39-2	 	N,N'-Di-o-tolylguanidin
14560	91-53-2	 	Ethoxychin
14590	110-21-4	 	1,1-Hydrazodiformamid
14600		 	Toluol-4-sulfonsäure (mit mehr als 5 Prozent Schwefelsäure)
14630	141-43-5	 	2-Aminoethanol
14640	110-16-7	 	Maleinsäure
14660	105-83-9	 	N,N-Bis(3-aminopropyl)methylamin
14670	124-09-4	 	Hexamethylendiamin
14690	103-33-3	 	Azobenzol
14700	149-44-0	 	Natriumhydroxymethansulfinat
14710	612-22-6	 	1-Ethyl-2-nitrobenzol
14790	2492-26-4	 	Natrium-2-mercaptobenzothiazol, wässrige Lösung
14800	149-30-4	 	Benzothiazol-2-thiol
14810	155-04-4	 	Zinkbis(2-mercaptobenzothiazol)
14820	120-78-5	 	Di(benzothiazol-2-yl)disulfid
14850	4998-76-9	 	Cyclohexylammoniumchlorid
14890	78-96-6	 	1-Aminopropan-2-ol
14900	95-33-0	 	N-Cyclohexylbenzothiazol-2-sulfenamid
14910	101-83-7	 	Dicyclohexylamin
14920	4979-32-2	 	N,N-Dicyclohexylbenzothiazol-2-sulfenamid
14930	98-09-9	 	Benzolsulfonylchlorid
14940	515-42-4	 	Natriumbenzolsulfonat
14950	80-17-1	 	Benzolsulfonhydrazid
14980	831-59-4	 	Dinatriumbenzol-1,3-disulfonat
15000	583-39-1	 	2-Benzimidazolthiol
15010	95-16-9	 	Benzothiazol
15020	88-74-4	 	o-Nitroanilin
15030	95-54-5	 	o-Phenylendiamin
15040	102-08-9	 	N,N'-Diphenylthioharnstoff
15080	96-45-7	 	Imidazolidin-2-thion
15090	25637-99-4	 	Hexabromcyclododecan, Isomere
15100	86-57-7	 	1-Nitronaphthalin
15110	148-18-5	 20624-25-3	Natriumdiethyldithiocarbamat
15120	97-77-8	 	Disulfiram
15130	14324-55-1	 	Zinkbis(diethyldithiocarbamat)
15140	110-89-4	 	Piperidin
15170	100-61-8	 	N-Methylanilin
15200	589-16-2	 	4-Ethylanilin
15210	14634-93-6	 	Zinkbis(N-ethyl-N-phenyldithiocarbamat)
15260	139-66-2	 	Diphenylsulfid
15270	945-51-7	 	Diphenylsulfoxid
15280	95-73-8	 	2,4-Dichlortoluol
15290	122-66-7	 	Hydrazobenzol
15300	531-85-1	 	Benzidindihydrochlorid
15310	92-87-5	 	Benzidin
15320	88-73-3	 	2-Chlor-1-nitrobenzol
15340	612-83-9	 	3,3'-Dichlorbenzidindihydrochlorid
15380	117-61-3	 	Benzidin-2,2'-disulfonsäure
15410	110-49-6	 	2-Methoxyethylacetat
15420	101-87-1	 	N-Cyclohexyl-N'-phenyl-p-phenylendiamin
15430	106-46-7	 	1,4-Dichlorbenzol
15440	120-82-1	 	1,2,4-Trichlorbenzol
15450	634-66-2	 	1,2,3,4-Tetrachlorbenzol
15460	95-94-3	 	1,2,4,5-Tetrachlorbenzol
15470	92-88-6	 	Biphenyl-4,4'-diol
15480	93-46-9	 	N,N'-Di-2-naphthyl-p-phenylendiamin
15490	92-94-4	 	1,4-Diphenylbenzol
15510	91-20-3	 	Naphthalin
15520	102-77-2	 	2-(Morpholinothio)benzothiazol
15550	121-73-3	 	1-Chlor-3-nitrobenzol
15570	88-72-2	 	2-Nitrotoluol
15580	99-08-1	 	3-Nitrotoluol
15590	99-99-0	 	4-Nitrotoluol
15600	25321-14-6	 	Dinitrotoluol, Isomere
15610	103-11-7	 	2-Ethylhexylacrylat
15630	95-31-8	 	N-tert-Butylbenzothiazol-2-sulfenamid
15670	80-51-3	 	4,4'-Oxybis(benzolsulfonhydrazid)
15680	142-29-0	 	Cyclopenten
15690	78-83-1	 	2-Methyl-1-propanol
15700	124-41-4	 	Natriummethanolat
15740	25168-05-2	 	Chlortoluol, Isomere
15750	634-90-2	 	1,2,3,5-Tetrachlorbenzol
15760	87-61-6	 	1,2,3-Trichlorbenzol
15780	118-91-2	 	2-Chlorbenzoesäure
15800	110-63-4	 	1,4-Butandiol
15810	7012-37-5	 	2,4,4'-Trichlorbiphenyl
15850	1335-88-2	 	Tetrachlornaphthalin, Isomere
15870	926-57-8	 	1,3-Dichlor-2-buten
15880	2431-50-7	 	2,3,4-Trichlor-1-buten
15890	98-95-3	 	Nitrobenzol
15910	542-76-7	 	3-Chlorpropionitril
15920	86-52-2	 	1-(Chlormethyl)naphthalin
15930	102-47-6	 	alpha,3,4-Trichlortoluol
15940	3290-01-5	 	alpha,2,3-Trichlortoluol
15950	88-66-4	 	alpha,alpha,2-Trichlortoluol
15960	89-98-5	 	2-Chlorbenzaldehyd
15970	2136-89-2	 	alpha,alpha,alpha,2-Tetrachlortoluol
15980	17264-74-3	 	Natrium-2-chlorbenzoat
15990	608-93-5	 	Pentachlorbenzol
16000	106-43-4	 	4-Chlortoluol
16010	13940-94-8	 	alpha,alpha,4-Trichlortoluol
16020	104-88-1	 	4-Chlorbenzaldehyd
16030	5216-25-1	 	alpha,alpha,alpha,4-Tetrachlortoluol
16040	74-11-3	 	4-Chlorbenzoesäure
16050	3686-66-6	 	Natrium-4-chlorbenzoat
16060	74-89-5	 	Methylamin
16070	3209-22-1	 	1,2-Dichlor-3-nitrobenzol
16080	121-87-9	 	2-Chlor-4-nitroanilin
16090	108-93-0	 	Cyclohexanol
16100	74-93-1	 	Methanthiol
16110	2738-18-3	 	2,6-Dimethyl-3-hepten
16120	75-74-1	 	Tetramethylblei
16130	25567-40-2	 	tert-Butyl-p-kresol, Isomere
16160	420-04-2	 	Cyanamid
16170	61-82-5	 	Amitrol
16180	17687-37-5	 124-47-0	Harnstoffnitrat
16190	119-47-1	 	2,2'-Methylenbis(4-methyl-6-tert-butylphenol)
16200	4066-02-8	 	2,2'-Methylenbis(6-cyclohexyl-p-kresol)
16210	100-41-4	 	Ethylbenzol
16220	461-58-5	 	Cyanguanidin
16230	594-14-9	 	Bisguanidiniumsulfat
16250	920-46-7	 	2-Methylpropenoylchlorid
16270	122-39-4	 	Diphenylamin
16290	86-30-6	 	N-Nitrosodiphenylamin
16300	104-94-9	 	4-Methoxyanilin
16310	120-71-8	 	6-Methoxy-m-toluidin
16320	95-78-3	 	2,5-Xylidin
16330	99-65-0	 	1,3-Dinitrobenzol
16340	106-49-0	 	p-Toluidin
16360	621-08-9	 	Dibenzylsulfoxid
16390	93-67-4	 	5-Chlor-2-phenoxyanilin
16430	98-59-9	 	Toluol-4-sulfonylchlorid
16450	2095-06-9	 	N,N-Bis(2,3-epoxypropyl)anilin
16460	5493-45-8	 	Cyclohexan-1,2-dicarbonsäurebis(2,3-epoxypropylester)
16470	1675-54-3	 	2,2-Bis(4-(glycidyloxy)phenyl)propan
16480	133-49-3	 	Pentachlorbenzolthiol
16490	87-02-5	 	7-Amino-4-hydroxynaphthalin-2-sulfonsäure
16500	119-42-6	 	2-Cyclohexylphenol
16520	78-81-9	 	Isobutylamin
16540	88-18-6	 	2-tert-Butylphenol
16550	100-46-9	 	Benzylamin
16560	103-83-3	 	Benzyldimethylamin
16570	128-39-2	 	2,6-Di-tert-butylphenol
16580	5459-93-8	 	Cyclohexyl(ethyl)amin
16600	104-19-8	 	1-(Dimethylaminoethyl)-4-methylpiperazin
16610	3030-47-5	 	Bis(2-dimethylaminoethyl)methylamin
16640	24544-04-5	 	2,6-Diisopropylanilin
16650	24549-06-2	 	6-Ethyl-2-toluidin
16660	6396-93-6	 	3-Methyl-1-phenethylbutylamin
16670	24544-08-9	 	2,6-Diethyl-p-toluidin
16680	98-54-4	 	4-tert-Butylphenol
16690	108-45-2	 	m-Phenylendiamin
16700	1738-25-6	 	3-(Dimethylamino)propionitril
16740	80-09-1	 	4,4'-Sulfonyldiphenol
16770	96-29-7	 	2-Butanonoxim
16790	89-87-2	 	4-Nitro-m-xylol
16800	91-23-6	 	2-Nitroanisol
16810	98-52-2	 	4-tert-Butylcyclohexanol
16830	121-69-7	 	N,N-Dimethylanilin
16840	98-94-2	 	Cyclohexyldimethylamin
16850	95-20-5	 	2-Methylindol
16860	6872-06-6	 	2-Methylindolin
16870	91-66-7	 	N,N-Diethylanilin
16880	103-69-5	 	N-Ethylanilin
16890	106-50-3	 	p-Phenylendiamin
16900	91-65-6	 	Cyclohexyldiethylamin
16910	3114-70-3	 	Cyclohexan-1,4-diamin
16920	134-32-7	 	1-Naphthylamin
16930	60-09-3	 	4-Aminoazobenzol
16940	1300-73-8	 	Xylidin, Isomere
16960	1131-60-8	 	4-Cyclohexylphenol
16970	88-17-5	 	alpha,alpha,alpha-Trifluor-o-toluidin
16990	90-15-3	 	1-Naphthol
17000	126-33-0	 	Tetrahydrothiophen-1,1-dioxid
17010	479-27-6	 	1,8-Naphthylendiamin
17020	5131-58-8	 	4-Nitro-m-phenylendiamin
17030	100-01-6	 	p-Nitroanilin
17040	106-44-5	 	p-Kresol
17050	127-63-9	 	Diphenylsulfon
17060	6364-17-6	 	2,3-Dihydro-2,2-dimethyl-1H-perimidin
17110	108-31-6	 	Maleinsäureanhydrid
17120	57110-29-9	 	Hexahydro-3-methylphthalsäureanhydrid
17150	98-88-4	 	Benzoylchlorid
17160	122-04-3	 	4-Nitrobenzoylchlorid
17180	1885-14-9	 	Phenylchlorformiat
17220	88-63-1	 	1,3-Phenylendiamin-4-sulfonsäure
17250	83-56-7	 	Naphthalin-1,5-diol
17320	89-83-8	 	Thymol
17330	89-78-1	 15356-60-2  2216-51-5  1490-04-6	Menthol
17360	81-20-9	 	2-Nitro-m-xylol
17380	89-58-7	 	2-Nitro-p-xylol
17390	6373-50-8	 	4-Cyclohexylanilin
17410	2922-51-2	 	2-Heptadecanon
17420	4200-95-7	 	Heptadecylamin
17450	78-84-2	 	Isobutyraldehyd
17500	2216-12-8	 	1-Nitro-2-phenoxybenzol
17520	95-69-2	 	4-Chlor-o-toluidin
17530	95-79-4	 	5-Chlor-o-toluidin
17540	636-30-6	 	2,4,5-Trichloranilin
17550	97-02-9	 	2,4-Dinitroanilin
17560	89-63-4	 	4-Chlor-2-nitroanilin
17580	28676-13-3	 	Nitrotoluidin, Isomere
17590	3312-60-5	 	N-Cyclohexyl-1,3-diaminopropan
17610	948-65-2	 	2-Phenylindol
17640	102-01-2	 	Acetoacetanilid
17670	131-52-2	 	Natriumpentachlorphenolat
17680	126-73-8	 	Tributylphosphat
17690	78-42-2	 	Tris(2-ethylhexyl)phosphat
17700	117-81-7	 	Bis(2-ethylhexyl)phthalat
17710	75-12-7	 	Formamid
17740	120-22-9	 	N,N-Diethyl-4-nitrosoanilin
17750	138-89-6	 	N,N-Dimethyl-4-nitrosoanilin
17770	110-18-9	 	N,N,N',N'-Tetramethylethylendiamin
17780	140-31-8	 	2-Piperazin-1-ylethylamin
17790	121-60-8	 	N-Acetylsulfanilylchlorid
17820	100-17-4	 	4-Nitroanisol
17830	25376-45-8	 	Diaminotoluol, Isomere
17840	69-72-7	 	Salicylsäure
17850	119-90-4	 	3,3'-Dimethoxybenzidin
17860	110-97-4	 	1,1'-Iminodipropan-2-ol
17870	100-29-8	 	4-Nitrophenetol
17880	108-68-9	 	3,5-Xylenol
17890	108-69-0	 	3,5-Xylidin
17900	121-14-2	 	2,4-Dinitrotoluol
17910	144-62-7	 6153-56-6	Oxalsäure
17920	99-54-7	 	1,2-Dichlor-4-nitrobenzol
17930	619-15-8	 	2,5-Dinitrotoluol
17940	616-23-9	 	2,3-Dichlor-1-propanol
17950	119-93-7	 	3,3'-Dimethylbenzidin
17970	615-05-4	 	4-Methoxy-m-phenylendiamin
17980	95-82-9	 	2,5-Dichloranilin
17990	118-92-3	 	2-Aminobenzoesäure
18000	96-91-3	 	2-Amino-4,6-dinitrophenol
18020	109-83-1	 	2-Methylaminoethanol
18030	83-40-9	 	2-Hydroxy-3-methylbenzoesäure
18040	89-25-8	 	3-Methyl-1-phenyl-5-pyrazolon
18090	107-97-1	 	Sarcosin
18100	107-68-6	 	N-Methyltaurin
18110	97-00-7	 	1-Chlor-2,4-dinitrobenzol
18150	3165-93-3	 	4-Chlor-o-toluidiniumchlorid
18170	102-56-7	 	2,5-Dimethoxyanilin
18180	99-09-2	 	m-Nitroanilin
18190	122-80-5	 	4-Aminoacetanilid
18200	20325-40-0	 	3,3'-Dimethoxybiphenyl-4,4'-ylendiammoniumdichlorid
18210	4274-03-7	 	5-Chlor-2-methoxyaniliniumchlorid
18230	99-59-2	 	5-Nitro-o-anisidin
18240	97-52-9	 	4-Nitro-o-anisidin
18270	108-39-4	 	m-Kresol
18280	92-15-9	 	2'-Methoxyacetoacetanilid
18300	118-46-7	 	8-Amino-2-naphthol
18330	108-77-0	 	2,4,6-Trichlor-1,3,5-triazin
18360	109-06-8	 	2-Methylpyridin
18380	108-75-8	 	2,4,6-Trimethylpyridin
18390	121-44-8	 	Triethylamin
18410	636-70-4	 	Triethylammoniumbromid
18420	106-92-3	 	Allylglycidylether
18460	5977-14-0	 	Acetoacetamid
18470	95-47-6	 	o-Xylol
18480	108-38-3	 	m-Xylol
18490	106-42-3	 	p-Xylol
18500	119-10-8	 	Methyl-2-nitro-p-tolylether
18520	6375-46-8	 	N-(3-(Diethylamino)phenyl)acetamid
18540	75-00-3	 	Chlorethan
18550	115-86-6	 	Triphenylphosphat
18560	26444-49-5	 	Diphenyltolylphosphat
18570	838-85-7	 	Diphenylphosphat
18620	99-57-0	 	2-Amino-4-nitrophenol
18650	95-85-2	 	2-Amino-4-chlorphenol
18700	6358-64-1	 	4-Chlor-2,5-dimethoxyanilin
18710	581-89-5	 	2-Nitronaphthalin
18730	139-02-6	 	Natriumphenolat
18740	115-96-8	 	Tris(2-chlorethyl)phosphat
18750	119-33-5	 	2-Nitro-p-kresol
18780	95-51-2	 	2-Chloranilin
18790	108-42-9	 	3-Chloranilin
18810	150-13-0	 	4-Aminobenzoesäure
18830	100-63-0	 	Phenylhydrazin
18850	868-85-9	 	Dimethylphosphit
18860	141-52-6	 	Natriumethanolat
18880	5765-44-6	 	5-Methylisoxazol
18890	87-62-7	 	2,6-Xylidin
18940	97-36-9	 	2',4'-Dimethylacetoacetanilid
18950	93-70-9	 	2'-Chloracetoacetanilid
18970	119-72-2	 	5-Amino-2-(2-(4-nitro-2-sulfophenyl)vinyl)benzolsulfonsäure
18990	98-10-2	 	Benzolsulfonamid
19000	107-07-3	 	2-Chlorethanol
19010	50-99-7	 	D-Glucose
19020	627-70-3	 	Acetonazin
19030	554-00-7	 	2,4-Dichloranilin
19060	110-05-4	 	Di-tert-Butylperoxid
19070	105-74-8	 	Dilauroylperoxid
19080	130-13-2	 123333-48-2	Natrium-4-aminonaphthalin-1-sulfonat
19190	121-47-1	 	3-Aminobenzolsulfonsäure
19210	90-51-7	 	6-Amino-4-hydroxynaphthalin-2-sulfonsäure
19290	87-63-8	 	2-Chlor-6-methylanilin
19300	84-86-6	 	4-Aminonaphthalin-1-sulfonsäure
19420	619-05-6	 	3,4-Diaminobenzoesäure
19430	2735-04-8	 	2,4-Dimethoxyanilin
19480	135-88-6	 	N-Phenyl-2-naphthylamin
19550	120-00-3	 	4'-Amino-2',5'-diethoxybenzanilid
19560	121-57-3	 6101-32-2	Sulfanilsäure
19570	515-74-2	 6106-22-5	Natriumsulfanilat
19580	121-27-7	 	5-Chlor-2-(4-chlorphenoxy)anilin
19590	89-61-2	 	1,4-Dichlor-2-nitrobenzol
19610	99-12-7	 	5-Nitro-m-xylol
19620	528-45-0	 	3,4-Dinitrobenzoesäure
19640	38487-86-4	 	2-Amino-4-chlorbenzonitril
19650	89-69-0	 	2,4,5-Trichlor-1-nitrobenzol
19670	97-56-3	 	o-Aminoazotoluol
19690	119-94-8	 	N-Benzyl-N-ethyl-m-toluidin
19700	94-68-8	 	N-Ethyl-o-toluidin
19730	118-75-2	 	Tetrachlor-p-benzochinon
19740	120-21-8	 	4-(Diethylamino)benzaldehyd
19750	121-51-7	 	3-Nitrobenzolsulfonylchlorid
19780	91-99-6	 	2,2'-(m-Tolylimino)diethanol
19790	119-58-4	 	4,4'-Bis(dimethylamino)benzhydrol
